ID,age,workclass,marital_status,sex,hours_per_week,capital,income
437,34,Local-gov,Never-married,Female,40,30192.98644671152,<=50K
438,23,Private,Married-civ-spouse,Male,40,,<=50K
439,42,Local-gov,Married-civ-spouse,Female,40,35883.48800967233,<=50K
440,29,Private,Never-married,Male,40,28053.502318129707,<=50K
441,45,Private,Divorced,Female,28,29883.556324337245,<=50K
442,24,Federal-gov,Never-married,Male,40,,<=50K
443,44,Private,Married-civ-spouse,Male,40,26910.92201478246,>50K
444,27,Private,Never-married,Male,40,28935.055804485033,<=50K
445,20,Private,Never-married,Male,35,,<=50K
446,44,Private,Widowed,Female,40,20889.57585577743,<=50K
447,51,Private,Married-civ-spouse,Male,40,30135.77448372575,<=50K
448,20,Private,Married-civ-spouse,Male,40,,<=50K
449,17,,Never-married,Female,20,,<=50K
450,19,Private,Never-married,Female,40,,<=50K
451,45,Self-emp-inc,Married-civ-spouse,Male,50,28138.121851034964,>50K
452,60,Private,Married-civ-spouse,Male,40,30901.595845130305,>50K
453,42,Private,Married-civ-spouse,Male,40,27424.707416688998,>50K
454,44,Self-emp-not-inc,Married-civ-spouse,Female,40,34648.89305460622,>50K
455,40,Private,Married-civ-spouse,Male,40,31877.21519434348,>50K
456,30,Private,Married-civ-spouse,Female,40,30683.194596156918,<=50K
457,38,Private,Married-civ-spouse,Male,50,33342.678476665955,<=50K
458,23,Private,Married-civ-spouse,Male,50,,<=50K
459,32,,Married-civ-spouse,Male,40,44376.2182360188,<=50K
460,44,Private,Never-married,Male,40,28690.430038760867,<=50K
461,54,Local-gov,Married-civ-spouse,Male,40,28403.483396463504,<=50K
462,32,Private,Married-civ-spouse,Male,50,30402.62865385683,<=50K
463,50,Private,Married-spouse-absent,Male,40,25415.178358776557,<=50K
464,24,Private,Never-married,Female,20,,<=50K
465,37,Private,Married-civ-spouse,Female,50,24824.666107707108,<=50K
466,52,Private,Divorced,Male,40,41456.99348320726,<=50K
467,38,Private,Married-civ-spouse,Male,40,43018.51621802659,<=50K
468,49,Private,Married-civ-spouse,Male,45,33999.39723513306,>50K
469,30,Private,Married-civ-spouse,Female,20,34720.834649796816,>50K
470,60,Private,Never-married,Male,40,30309.114373201937,>50K
471,22,,Never-married,Male,40,,<=50K
472,35,Private,Never-married,Male,40,45140.6798579838,<=50K
473,30,Private,Never-married,Male,50,29452.80817124035,<=50K
474,67,Private,Divorced,Female,24,31920.891321543586,<=50K
475,46,Private,Never-married,Female,40,29376.194508016557,<=50K
476,17,Private,Never-married,Male,20,,<=50K
477,22,Private,Never-married,Male,30,,<=50K
478,27,Private,Never-married,Male,40,46026.865372961205,<=50K
479,23,Private,Never-married,Female,35,,<=50K
480,33,Private,Married-civ-spouse,Male,45,31548.673020108832,<=50K
481,43,Self-emp-not-inc,Married-civ-spouse,Male,20,28726.889591600506,<=50K
482,28,State-gov,Never-married,Male,20,34932.099993391894,<=50K
483,41,Private,Married-spouse-absent,Female,40,28905.000970806155,<=50K
484,52,,Never-married,Male,40,46118.86914776634,<=50K
485,25,Private,Married-spouse-absent,Female,20,,<=50K
486,63,,Married-civ-spouse,Male,35,34675.540333287325,<=50K
487,59,Local-gov,Married-civ-spouse,Male,45,32018.604627838024,<=50K
488,45,Local-gov,Divorced,Female,40,35308.526054751084,<=50K
489,38,Private,Married-civ-spouse,Male,50,52645.14795199977,>50K
490,40,Private,Never-married,Female,35,46517.11474053233,<=50K
491,46,Federal-gov,Divorced,Male,40,32334.02593551819,<=50K
492,35,Private,Never-married,Female,50,27351.315345030234,<=50K
493,34,Private,Divorced,Female,25,21684.657074497627,<=50K
494,33,Private,Never-married,Male,20,27469.29101098399,<=50K
495,41,Private,Divorced,Female,36,45492.9018703609,<=50K
496,20,Private,Never-married,Male,40,,<=50K
497,23,Private,Never-married,Male,40,,<=50K
498,26,Private,Never-married,Female,35,32075.82058672648,<=50K
499,72,,Married-civ-spouse,Male,20,55320.86399220978,<=50K
500,23,Local-gov,Never-married,Male,40,,<=50K
501,62,Local-gov,Married-civ-spouse,Male,40,17153.40650160217,<=50K
502,52,Private,Married-civ-spouse,Male,40,33458.18604927761,<=50K
503,58,Private,Divorced,Female,42,28637.053161006537,<=50K
504,25,Private,Never-married,Female,40,,<=50K
505,24,Private,Never-married,Male,40,,<=50K
506,19,Private,Never-married,Male,20,,<=50K
507,43,Private,Married-civ-spouse,Male,40,35201.93188965807,<=50K
508,47,Local-gov,Separated,Female,40,26060.803212041472,<=50K
509,39,Private,Divorced,Female,40,26933.276724774118,<=50K
510,49,Private,Married-spouse-absent,Male,42,25041.889460789524,<=50K
511,53,,Widowed,Female,30,25526.82730329125,<=50K
512,32,Private,Never-married,Male,45,29807.135687384056,<=50K
513,34,Private,Married-civ-spouse,Male,50,16373.536388065915,>50K
514,28,Private,Divorced,Male,45,24156.88535597818,<=50K
515,57,,Widowed,Female,38,31523.597073083238,<=50K
516,25,Private,Never-married,Female,20,,<=50K
517,20,,Never-married,Male,24,,<=50K
518,21,,Never-married,Female,35,,<=50K
519,34,Private,Married-civ-spouse,Male,50,29134.010927782434,>50K
520,38,Self-emp-inc,Married-civ-spouse,Male,50,28229.964026201942,>50K
521,50,Private,Married-civ-spouse,Male,50,20949.063254994362,>50K
522,24,Local-gov,Divorced,Male,50,,<=50K
523,37,Local-gov,Married-civ-spouse,Male,45,27083.653183118535,>50K
524,44,Private,Divorced,Male,50,21949.370537330302,>50K
525,28,Private,Married-civ-spouse,Female,40,42408.15323599767,<=50K
526,42,Private,Married-civ-spouse,Male,40,30577.48751099334,>50K
527,74,Private,Divorced,Female,20,26712.68152482274,<=50K
528,38,Self-emp-not-inc,Married-civ-spouse,Male,50,30340.46801379469,<=50K
529,44,Self-emp-not-inc,Married-civ-spouse,Male,40,50179.74379230306,<=50K
530,44,Private,Divorced,Female,46,18929.833353770337,<=50K
531,26,Private,Never-married,Male,40,22691.271333769546,<=50K
532,36,Private,Married-civ-spouse,Male,40,45699.99847264192,<=50K
533,41,Private,Married-civ-spouse,Female,50,33973.736425270756,>50K
534,67,Private,Married-civ-spouse,Male,48,25013.573849908742,>50K
535,39,Local-gov,Married-civ-spouse,Male,50,31123.554406663257,<=50K
536,57,Private,Widowed,Female,30,34752.569823767655,<=50K
537,29,Private,Separated,Male,40,43589.19188683119,<=50K
538,31,Self-emp-inc,Never-married,Female,45,24807.742661128417,<=50K
539,34,,Never-married,Female,40,28196.097124506825,<=50K
540,44,Private,Married-civ-spouse,Male,40,28262.56614753799,<=50K
541,29,Private,Never-married,Male,40,34382.20271104252,<=50K
542,30,Private,Never-married,Female,40,49448.3136482905,<=50K
543,27,Private,Never-married,Male,40,32296.876715549577,<=50K
544,27,Private,Married-civ-spouse,Male,50,45408.91704654894,<=50K
545,32,Private,Never-married,Female,45,28408.261295658136,<=50K
546,58,Private,Married-civ-spouse,Female,20,26479.665062670967,<=50K
547,35,Local-gov,Married-civ-spouse,Male,40,24990.433845812957,<=50K
548,21,Private,Never-married,Male,36,,<=50K
549,28,Private,Never-married,Male,40,19030.465619536102,<=50K
550,46,Self-emp-not-inc,Divorced,Male,50,31375.386775230843,<=50K
551,36,Self-emp-not-inc,Separated,Female,40,32444.426196988607,<=50K
552,72,Private,Widowed,Female,40,31606.758799468655,<=50K
553,35,Private,Married-civ-spouse,Female,40,42244.09809739186,<=50K
554,33,Federal-gov,Divorced,Female,40,35357.76198017873,>50K
555,69,Private,Never-married,Female,40,28580.99261240121,<=50K
556,35,Private,Married-civ-spouse,Male,40,28349.853942757207,<=50K
557,31,Private,Separated,Female,20,44018.32618585837,<=50K
558,34,Private,Married-civ-spouse,Female,32,25368.747359158777,<=50K
559,30,Private,Married-civ-spouse,Male,40,32118.45181647895,<=50K
560,28,Private,Never-married,Male,50,47627.22664434796,<=50K
561,54,Private,Married-civ-spouse,Male,35,27240.658508561748,>50K
562,47,Private,Married-civ-spouse,Male,50,30706.610266961234,>50K
563,24,Private,Never-married,Female,40,,<=50K
564,52,Self-emp-not-inc,Married-civ-spouse,Male,50,26315.142343033025,>50K
565,20,Private,Never-married,Male,48,,<=50K
566,43,Self-emp-inc,Married-civ-spouse,Male,45,18320.477505843046,<=50K
567,45,Private,Separated,Female,40,32849.17313953997,<=50K
568,29,Self-emp-not-inc,Separated,Male,35,26962.54781844205,<=50K
569,47,Private,Divorced,Male,42,26804.074921774332,<=50K
570,24,Private,Never-married,Male,40,,<=50K
571,51,Private,Married-civ-spouse,Male,40,25604.77469496165,<=50K
572,17,Private,Never-married,Male,20,,<=50K
573,37,Private,Married-civ-spouse,Male,40,34246.24379869258,>50K
574,27,Private,Never-married,Female,50,19013.29981344869,<=50K
575,29,Private,Married-civ-spouse,Male,40,46664.814407496226,>50K
576,18,,Never-married,Male,25,,<=50K
577,36,Self-emp-not-inc,Divorced,Female,35,23097.953166731877,<=50K
578,58,Local-gov,Never-married,Female,40,27706.929927306574,<=50K
579,26,Self-emp-not-inc,Married-civ-spouse,Male,45,28575.893304686757,<=50K
580,65,,Married-civ-spouse,Male,30,28183.75908885237,>50K
581,57,Private,Married-civ-spouse,Male,40,32324.873210172234,>50K
582,59,Private,Married-civ-spouse,Male,40,34899.319442044995,<=50K
583,27,Private,Married-civ-spouse,Male,40,29258.80978762125,<=50K
584,31,Self-emp-not-inc,Never-married,Male,40,26648.513438453174,<=50K
585,21,Private,Never-married,Female,24,,<=50K
586,29,Private,Never-married,Male,50,26069.261580729177,<=50K
587,18,Private,Never-married,Male,40,,<=50K
588,52,Private,Married-civ-spouse,Male,47,47543.10698053469,>50K
589,57,Self-emp-inc,Divorced,Male,50,30528.073740223765,<=50K
590,42,,Married-civ-spouse,Male,40,35709.88035854402,<=50K
591,55,,Married-civ-spouse,Female,40,28991.109575293707,<=50K
592,60,Private,Never-married,Male,48,32523.96541028432,>50K
593,31,Private,Married-civ-spouse,Male,40,28220.242275413766,>50K
594,23,Private,Never-married,Female,40,,<=50K
595,27,Private,Never-married,Male,40,32022.538640568506,<=50K
596,23,,Never-married,Female,25,,<=50K
597,42,Self-emp-not-inc,Married-civ-spouse,Male,50,30572.031474863303,>50K
598,25,Private,Never-married,Male,40,,<=50K
599,49,Private,Never-married,Female,45,21201.123445952835,<=50K
600,32,Private,Never-married,Male,40,50236.32498686796,<=50K
601,19,Private,Never-married,Male,28,,<=50K
602,60,Private,Divorced,Female,40,32112.22898605223,<=50K
603,42,Local-gov,Married-civ-spouse,Male,40,32358.512065790303,<=50K
604,35,Self-emp-not-inc,Never-married,Male,40,30394.57069204133,<=50K
605,48,Private,Never-married,Female,37,28008.141950681267,<=50K
606,51,Private,Married-civ-spouse,Male,40,31528.572788705806,>50K
607,29,Private,Never-married,Male,40,45018.05730981133,<=50K
608,36,Local-gov,Separated,Male,40,31278.8871420354,<=50K
609,17,Private,Never-married,Female,21,,<=50K
610,52,Private,Divorced,Female,50,49197.89209338891,<=50K
611,24,Private,Never-married,Male,40,,<=50K
612,24,Private,Married-civ-spouse,Male,50,,<=50K
613,26,Local-gov,Never-married,Male,40,22807.76820103515,<=50K
614,27,Private,Never-married,Female,20,23311.351641296085,<=50K
615,39,Private,Never-married,Male,50,28060.4270993569,<=50K
616,30,Private,Married-civ-spouse,Male,45,26417.220539493796,<=50K
617,50,Self-emp-not-inc,Married-civ-spouse,Male,32,30384.337296824346,<=50K
618,52,Self-emp-inc,Married-civ-spouse,Male,50,33257.868746936474,<=50K
619,46,Private,Married-civ-spouse,Male,45,27478.208243743662,>50K
620,23,Private,Never-married,Female,20,,<=50K
621,45,Private,Widowed,Female,20,29605.724099830706,<=50K
622,65,Private,Widowed,Female,24,35694.9583408342,<=50K
623,29,Private,Married-civ-spouse,Male,50,25755.984058552724,<=50K
624,47,Private,Married-spouse-absent,Male,40,48722.81936184339,<=50K
625,30,Private,Never-married,Male,50,29837.087731115942,<=50K
626,34,Private,Married-civ-spouse,Male,45,35455.088941955306,>50K
627,38,Self-emp-not-inc,Married-civ-spouse,Male,50,43561.58276593225,<=50K
628,33,Private,Married-civ-spouse,Male,40,29651.183171950466,>50K
629,49,Private,Married-civ-spouse,Male,26,34909.197361688086,>50K
630,47,Self-emp-not-inc,Never-married,Female,40,32713.84116999223,<=50K
631,49,Local-gov,Separated,Female,40,32018.0024218412,<=50K
632,43,Private,Married-civ-spouse,Male,50,29158.00017448648,>50K
633,30,Private,Married-civ-spouse,Female,40,45790.279810763095,>50K
634,58,Self-emp-not-inc,Married-civ-spouse,Male,50,31597.348524963672,<=50K
635,19,Private,Never-married,Female,20,,<=50K
636,21,Private,Never-married,Male,40,,<=50K
637,33,Private,Married-civ-spouse,Male,50,41811.1660641168,>50K
638,47,Self-emp-inc,Married-civ-spouse,Male,50,32876.152862122675,<=50K
639,52,Self-emp-not-inc,Married-civ-spouse,Male,50,20925.566016153018,>50K
640,26,Private,Divorced,Male,50,42420.48735994441,<=50K
641,60,Private,Married-civ-spouse,Male,40,30215.622649057885,<=50K
642,21,Private,Never-married,Male,40,,<=50K
643,36,Private,Married-civ-spouse,Male,50,29756.066756227683,>50K
644,31,Private,Married-civ-spouse,Male,45,44121.88102970585,<=50K
645,50,Self-emp-inc,Separated,Male,40,46183.404292977124,>50K
646,31,Local-gov,Divorced,Female,40,26456.72637028904,<=50K
647,71,Private,Married-civ-spouse,Male,20,28925.491696369914,<=50K
648,58,,Married-civ-spouse,Male,50,25597.33339026841,<=50K
649,30,State-gov,Married-civ-spouse,Male,40,32197.55764438231,>50K
650,20,Private,Never-married,Male,20,,<=50K
651,24,Private,Never-married,Male,50,,<=50K
652,35,Private,Married-civ-spouse,Male,40,46043.94417325311,>50K
653,38,State-gov,Separated,Female,45,45535.215937053414,<=50K
654,27,Private,Never-married,Female,32,33078.730411941746,<=50K
655,29,State-gov,Never-married,Female,40,33355.61776199459,<=50K
656,70,,Widowed,Female,20,50020.89340169741,<=50K
657,34,Private,Married-civ-spouse,Male,45,35616.53980719087,<=50K
658,44,Private,Married-civ-spouse,Male,35,30547.646716038646,<=50K
659,43,Private,Married-civ-spouse,Male,40,26649.459064180286,>50K
660,44,Self-emp-not-inc,Married-civ-spouse,Male,40,33498.55618039262,>50K
661,35,Private,Never-married,Male,50,28167.801774689848,<=50K
662,27,Private,Never-married,Male,40,27659.0363723088,<=50K
663,43,Local-gov,Never-married,Male,38,24060.414691421174,<=50K
664,20,Private,Never-married,Female,25,,<=50K
665,42,Private,Divorced,Female,40,30892.84006466634,>50K
666,27,State-gov,Married-civ-spouse,Male,40,31359.507923850557,<=50K
667,42,Private,Married-civ-spouse,Male,40,48494.63905405636,>50K
668,20,,Married-spouse-absent,Female,40,,<=50K
669,24,Private,Never-married,Male,40,,<=50K
670,48,Federal-gov,Divorced,Male,40,47257.515342600775,<=50K
671,17,,Never-married,Female,20,,<=50K
672,17,Self-emp-not-inc,Never-married,Male,20,,<=50K
673,33,Private,Married-civ-spouse,Male,40,27973.72375503381,>50K
674,50,Self-emp-inc,Married-civ-spouse,Male,50,24290.78250997736,>50K
675,22,Private,Never-married,Female,40,,<=50K
676,17,Private,Never-married,Male,20,,<=50K
677,32,Private,Married-civ-spouse,Male,40,34722.06600724524,<=50K
678,31,Private,Never-married,Male,45,31341.75721648934,<=50K
679,58,Self-emp-not-inc,Widowed,Male,50,34140.23584539268,<=50K
680,29,Local-gov,Never-married,Male,48,32326.370275987963,<=50K
681,37,Private,Married-civ-spouse,Male,40,49537.139585566925,>50K
682,34,Self-emp-not-inc,Married-civ-spouse,Male,40,19722.974300094153,>50K
683,23,Local-gov,Separated,Male,40,,<=50K
684,18,State-gov,Never-married,Female,20,,<=50K
685,34,Private,Divorced,Female,40,31808.743050718556,<=50K
686,66,,Never-married,Male,20,46809.11266797857,<=50K
687,45,Local-gov,Married-civ-spouse,Female,50,48116.81166139894,<=50K
688,41,Private,Never-married,Male,35,34330.83797320141,<=50K
689,26,Private,Never-married,Male,30,24713.84425112244,<=50K
690,54,Local-gov,Married-civ-spouse,Male,40,47589.36780975392,<=50K
691,24,Private,Never-married,Female,45,,<=50K
692,42,Private,Married-civ-spouse,Male,50,50830.554441306915,<=50K
693,20,Private,Never-married,Male,20,,<=50K
694,23,State-gov,Never-married,Female,20,,<=50K
695,25,,Never-married,Male,45,,<=50K
696,35,Private,Never-married,Male,50,32732.958577005316,>50K
697,31,Private,Married-civ-spouse,Male,40,24035.18324865467,>50K
698,30,Private,Never-married,Female,40,34967.14589997811,<=50K
699,19,Private,Never-married,Female,20,,<=50K
700,36,Local-gov,Never-married,Male,50,23634.131975498458,<=50K
701,31,Private,Widowed,Female,40,20786.28163584652,<=50K
702,21,Private,Never-married,Male,30,,<=50K
703,31,Self-emp-not-inc,Married-civ-spouse,Male,40,26495.997369682555,<=50K
704,46,Private,Divorced,Female,50,31749.165469136977,>50K
705,44,Private,Divorced,Female,50,48783.10847031862,>50K
706,40,Private,Married-civ-spouse,Male,40,33468.26310986672,<=50K
707,45,Private,Never-married,Male,40,31706.840215050823,<=50K
708,60,Private,Married-civ-spouse,Male,35,31799.864586267144,<=50K
709,18,Private,Never-married,Male,25,,<=50K
710,28,Private,Married-civ-spouse,Male,40,29908.126140174958,<=50K
711,36,Private,Divorced,Female,40,44750.81328765763,<=50K
712,36,Private,Separated,Male,40,29979.010316735334,<=50K
713,40,Private,Married-civ-spouse,Male,40,25945.562605155337,<=50K
714,36,Local-gov,Divorced,Female,35,26406.92990036283,<=50K
715,31,Private,Separated,Female,40,44516.13422299643,<=50K
716,33,Private,Married-civ-spouse,Male,40,52579.4127736817,<=50K
717,19,State-gov,Never-married,Female,40,,<=50K
718,22,Private,Never-married,Female,20,,<=50K
719,34,Private,Married-civ-spouse,Male,45,22782.900597485335,>50K
720,33,Private,Never-married,Male,40,22112.472484917016,<=50K
721,41,Private,Married-civ-spouse,Male,50,29005.876039873147,<=50K
722,29,Private,Never-married,Male,40,22500.867015754906,<=50K
723,50,Local-gov,Married-civ-spouse,Male,42,24860.86633051534,>50K
724,42,Private,Married-civ-spouse,Male,45,22957.584768629167,>50K
725,43,Private,Never-married,Male,40,27153.921738044526,>50K
726,44,Private,Married-civ-spouse,Female,40,22090.034465874392,<=50K
727,20,Private,Never-married,Female,20,,<=50K
728,31,Private,Married-civ-spouse,Male,40,31069.59388799109,<=50K
729,65,Self-emp-not-inc,Married-civ-spouse,Male,50,30100.02417288397,>50K
730,23,Private,Never-married,Female,24,,<=50K
731,55,Private,Divorced,Female,40,34648.221561104976,<=50K
732,26,Private,Married-civ-spouse,Male,45,34450.7750674291,<=50K
